Number of header lines; NASA Ames sub-format code,44,3010
Name of data creator,None
Institute of data creator,Data held at British Atmospheric Data Centre (BADC), Rutherford Appleton Laboratory, UK.
Data section,17.3,13.4,7.9
Data section,12.3,6.2,3.6
Data section,5.1,3.8,1.9
Data section,-1.7,-1.7,-3.9
Data section,38761.0
Data section,23.1,18.9,13.2
Data section,17.2,10.9,8.4
Data section,10.3,8.5,7.6
Data section,3.0,3.9,1.4
Data section,38790.0
Data section,25.0,20.9,15.6
Data section,18.9,13.1,11.1
Data section,12.3,10.9,10.7
Data section,6.0,7.5,5.2
Data section,38821.0
Data section,28.4,23.9,18.3
Data section,21.7,15.7,13.6
Data section,15.0,13.6,14.0
Data section,8.8,10.9,9.2
Data section,38851.0
Data section,38.6,34.1,27.7
Data section,32.0,25.1,22.6
Data section,24.2,22.9,22.2
Data section,17.4,18.7,16.2
Data section,38882.0
Data section,37.1,32.6,26.8
Data section,31.3,24.6,22.3
Data section,24.1,22.7,22.8
Data section,18.0,19.7,17.2
Data section,38912.0
Data section,35.0,31.7,27.8
Data section,30.3,25.6,24.7
Data section,24.4,24.6,25.4
Data section,20.3,22.2,20.5
Data section,38943.0
Data section,32.4,29.3,25.5
Data section,27.9,23.5,22.4
Data section,22.8,22.5,23.8
Data section,19.0,21.0,19.4
Data section,38974.0
Data section,32.8,29.4,25.0
Data section,27.9,22.9,21.4
Data section,21.8,21.4,22.2
Data section,17.2,19.0,17.2
Data section,39004.0
Data section,32.1,27.9,22.8
Data section,26.6,20.9,18.8
Data section,20.5,19.1,18.7
Data section,14.9,16.3,13.7
Data section,39035.0
Data section,25.7,21.5,16.3
Data section,20.4,14.6,12.3
Data section,14.7,12.6,12.2
Data section,8.6,10.1,7.4
Data section,39065.0
Data section,19.2,15.3,10.2
Data section,14.3,8.8,6.3
Data section,8.6,6.5,5.6
Data section,2.5,3.4,1.1
Data section,39096.0
Data section,18.1,14.2,9.1
Data section,12.9,7.1,4.7
Data section,6.9,4.9,4.0
Data section,0.5,1.5,-0.8
Data section,39126.0
Data section,20.5,16.4,11.0
Data section,14.7,8.7,6.4
Data section,8.7,6.5,6.5
Data section,2.5,4.2,2.0
Data section,39155.0
Data section,24.0,20.0,14.7
Data section,17.9,12.1,10.2
Data section,11.3,9.9,10.0
Data section,5.0,6.7,4.4
Data section,39186.0
Data section,33.7,29.5,23.9
Data section,27.2,21.2,19.0
Data section,20.4,19.1,18.8
Data section,14.0,15.5,13.3
Data section,39216.0
Data section,36.6,32.1,25.7
Data section,30.1,23.2,20.6
Data section,22.7,21.0,20.8
Data section,16.1,17.9,15.3
Data section,39247.0
Data section,37.7,33.5,27.7
Data section,32.0,25.5,23.2
Data section,25.0,23.6,24.0
Data section,18.8,20.8,18.4
Data section,39277.0
Data section,34.1,31.0,27.0
Data section,29.5,24.8,23.9
Data section,23.7,23.8,25.1
Data section,19.7,21.9,20.4
Data section,39308.0
Data section,33.2,30.3,26.6
Data section,28.8,24.4,23.5
Data section,23.3,23.4,24.3
Data section,19.4,21.2,19.6
Data section,39339.0
Data section,33.3,29.8,25.3
Data section,28.4,23.4,22.0
Data section,22.3,22.0,22.5
Data section,17.7,19.3,17.5
Data section,39369.0
Data section,30.6,26.5,21.4
Data section,25.0,19.4,17.4
Data section,18.5,17.5,17.3
Data section,12.6,14.2,11.8
Data section,39400.0
Data section,26.3,22.1,17.1
Data section,21.1,15.6,13.4
Data section,15.3,13.7,13.1
Data section,9.5,10.8,8.0
Data section,39430.0
Data section,18.8,14.9,9.9
Data section,14.0,8.4,5.9
Data section,8.3,6.1,5.3
Data section,2.1,3.1,0.9
Data section,39461.0
Data section,15.6,11.4,6.3
Data section,10.4,4.2,2.1
Data section,4.0,1.8,1.0
Data section,-2.6,-2.3,-5.2
Data section,39491.0
Data section,18.6,14.5,8.9
Data section,12.7,6.6,4.2
Data section,6.0,4.3,3.6
Data section,-0.6,-0.5,-3.6
Data section,39521.0
Data section,27.8,23.7,18.0
Data section,21.6,15.8,13.6
Data section,14.9,13.7,13.1
Data section,8.7,10.3,8.2
Data section,39552.0
Data section,30.2,25.9,20.3
Data section,23.6,17.5,15.5
Data section,16.7,15.4,15.2
Data section,10.2,11.9,9.7
Data section,39582.0
Data section,36.8,31.9,25.4
Data section,30.0,23.1,20.4
Data section,22.5,21.0,20.5
Data section,15.8,17.4,14.9
Data section,39613.0
Data section,38.7,34.6,28.8
Data section,33.4,26.8,24.3
Data section,26.1,24.8,25.1
Data section,20.0,21.8,19.4
Data section,39643.0
Data section,34.4,31.0,27.3
Data section,29.7,25.0,24.2
Data section,24.0,23.9,25.1
Data section,19.8,21.9,20.1
Data section,39674.0
Data section,32.1,29.1,25.4
Data section,27.7,23.3,22.4
Data section,22.3,22.4,23.2
Data section,18.4,20.6,19.5
Data section,39705.0
Data section,32.6,28.9,24.4
Data section,27.5,22.5,20.9
Data section,21.8,21.1,22.0
Data section,17.4,19.3,17.2
Data section,39735.0
Data section,32.5,28.2,23.0
Data section,26.6,21.0,18.9
Data section,20.4,19.1,19.0
Data section,14.5,15.9,13.3
Data section,39766.0
Data section,26.0,22.2,17.0
Data section,21.0,15.2,12.9
Data section,14.9,13.3,12.8
Data section,8.7,10.0,7.6
Data section,39796.0
Data section,20.4,16.5,11.5
Data section,15.5,9.9,7.5
Data section,9.8,7.6,6.6
Data section,3.6,4.3,2.2
Data section,39827.0
Data section,18.9,14.7,9.7
Data section,13.6,7.7,5.4
Data section,7.4,5.3,4.4
Data section,1.0,1.8,-0.6
Data section,39857.0
Data section,21.0,16.9,11.4
Data section,15.2,9.1,6.7
Data section,8.6,7.0,6.1
Data section,2.3,3.7,1.7
Data section,39886.0
Data section,25.3,21.2,16.0
Data section,19.2,13.4,11.5
Data section,12.4,11.2,11.0
Data section,6.2,7.9,5.9
Data section,39917.0
Data section,30.8,26.5,21.0
Data section,24.2,18.3,16.2
Data section,17.5,16.3,16.0
Data section,11.2,12.7,10.5
Data section,39947.0
Data section,36.9,31.9,25.6
Data section,29.9,23.1,20.5
Data section,22.4,20.9,20.3
Data section,15.8,17.3,14.5
Data section,39978.0
Data section,37.5,33.0,27.3
Data section,31.6,24.9,22.7
Data section,24.3,23.0,22.9
Data section,18.0,19.9,17.5
Data section,40008.0
Data section,34.5,31.2,27.3
Data section,29.8,25.1,24.2
Data section,24.3,24.2,25.1
Data section,20.1,22.0,20.4
Data section,40039.0
Data section,34.1,31.2,27.6
Data section,29.7,25.4,24.5
Data section,24.3,24.5,25.4
Data section,20.5,22.3,20.9
Data section,40070.0
Data section,33.4,29.8,25.1
Data section,28.1,23.1,21.2
Data section,21.9,21.5,21.8
Data section,17.3,18.8,16.9
Data section,40100.0
Data section,31.2,27.2,22.1
Data section,25.6,20.0,18.0
Data section,19.3,18.2,18.0
Data section,13.5,15.2,13.2
Data section,40131.0
Data section,24.2,20.2,15.1
Data section,19.1,13.3,11.0
Data section,13.0,11.3,10.7
Data section,6.9,7.9,5.2
Data section,40161.0
Data section,19.4,15.5,10.4
Data section,14.4,8.9,6.4
Data section,8.7,6.6,5.4
Data section,2.6,3.7,1.5
Data section,40192.0
Data section,17.8,13.7,8.4
Data section,12.5,6.9,4.4
Data section,7.1,5.1,4.1
Data section,1.4,1.3,-1.2
Data section,40222.0
Data section,19.9,15.7,10.2
Data section,13.9,7.8,5.5
Data section,7.1,5.4,4.6
Data section,0.5,1.5,-1.1
Data section,40251.0
Data section,28.2,24.0,18.7
Data section,22.1,16.0,14.1
Data section,15.0,13.7,13.4
Data section,8.4,9.9,7.4
Data section,40282.0
Data section,33.8,29.4,23.7
Data section,27.1,21.0,18.8
Data section,20.0,18.9,18.2
Data section,13.4,14.6,12.2
Data section,40312.0
Data section,36.1,31.4,25.0
Data section,29.2,22.3,19.8
Data section,21.3,20.0,19.3
Data section,14.4,15.7,13.0
Data section,40343.0
Data section,36.8,32.4,26.5
Data section,30.9,24.1,21.8
Data section,23.7,22.4,22.0
Data section,17.4,18.8,16.2
Data section,40373.0
Data section,33.6,30.2,26.3
Data section,28.8,24.1,23.1
Data section,23.0,23.0,23.9
Data section,18.9,20.8,19.1
Data section,40404.0
Data section,32.2,29.3,25.5
Data section,27.8,23.8,22.8
Data section,22.6,22.7,23.7
Data section,19.1,20.9,19.5
Data section,40435.0
Data section,32.2,28.9,24.4
Data section,27.5,22.4,20.9
Data section,21.3,21.1,21.4
Data section,16.8,18.3,16.5
Data section,40465.0
Data section,32.4,28.2,23.1
Data section,26.7,21.1,19.0
Data section,20.3,19.1,18.9
Data section,14.4,15.7,13.2
Data section,40496.0
Data section,26.4,22.3,17.3
Data section,21.2,15.7,13.6
Data section,15.4,13.9,13.2
Data section,9.6,10.9,8.4
Data section,40526.0
Data section,19.4,15.3,10.3
Data section,14.5,9.1,6.7
Data section,9.0,6.9,6.0
Data section,3.2,3.9,1.5
Data section,40557.0
Data section,16.8,12.5,7.2
Data section,11.3,5.4,2.9
Data section,5.0,3.1,1.3
Data section,-1.5,-1.3,-3.9
Data section,40587.0
Data section,19.9,15.7,10.2
Data section,14.1,8.0,5.5
Data section,7.6,5.7,5.2
Data section,1.3,2.5,0.1
Data section,40616.0
Data section,25.2,20.7,15.3
Data section,19.0,12.7,10.6
Data section,11.6,10.2,9.7
Data section,5.2,6.5,3.4
Data section,40647.0
Data section,30.2,26.0,20.4
Data section,23.8,17.7,15.6
Data section,17.2,15.7,15.9
Data section,11.0,12.9,10.6
Data section,40677.0
Data section,38.2,33.5,27.1
Data section,31.5,24.6,22.1
Data section,23.8,22.4,21.8
Data section,17.1,18.6,16.0
Data section,40708.0
Data section,38.7,34.2,28.3
Data section,32.9,26.3,23.8
Data section,25.9,24.3,24.3
Data section,19.7,21.3,18.7
Data section,40738.0
Data section,34.4,31.2,27.2
Data section,29.8,25.1,24.0
Data section,24.0,24.1,24.9
Data section,19.8,21.8,20.1
Data section,40769.0
Data section,32.5,29.5,25.9
Data section,28.1,24.0,23.2
Data section,22.8,23.0,23.9
Data section,19.3,21.1,19.5
Data section,40800.0
Data section,32.5,29.1,24.8
Data section,27.5,22.8,21.5
Data section,21.6,21.3,21.8
Data section,17.0,18.6,16.8
Data section,40830.0
Data section,31.7,27.7,22.6
Data section,26.1,20.9,18.8
Data section,20.3,19.2,19.0
Data section,14.2,15.9,13.5
Data section,40861.0
Data section,26.3,22.5,17.4
Data section,21.2,15.5,13.3
Data section,15.0,13.4,12.7
Data section,8.8,9.9,7.3
Data section,40891.0
Data section,19.6,15.5,10.4
Data section,14.5,8.8,6.3
Data section,8.4,6.3,5.1
Data section,1.7,2.2,-0.1
Data section,40922.0
Data section,16.3,12.1,6.7
Data section,11.0,5.0,2.4
Data section,4.4,2.6,1.3
Data section,-2.1,-1.7,-4.1
Data section,40952.0
Data section,17.7,13.6,8.0
Data section,12.1,5.8,3.4
Data section,5.0,3.4,2.7
Data section,-1.8,-0.6,-3.1
Data section,40982.0
Data section,24.4,20.2,14.9
Data section,18.2,12.4,10.4
Data section,11.1,10.1,9.4
Data section,4.6,5.9,3.5
Data section,41013.0
Data section,29.8,25.7,20.0
Data section,23.3,17.3,15.1
Data section,16.6,15.1,15.2
Data section,10.2,12.0,9.8
Data section,41043.0
Data section,35.8,31.1,24.7
Data section,29.1,22.2,19.6
Data section,21.4,19.9,19.4
Data section,14.6,16.0,13.3
Data section,41074.0
Data section,38.4,33.9,28.0
Data section,32.4,25.8,23.5
Data section,25.3,23.9,23.8
Data section,19.0,20.6,18.0
Data section,41104.0
Data section,35.6,32.4,28.4
Data section,31.0,26.3,25.3
Data section,24.9,25.3,26.0
Data section,20.6,22.4,20.7
Data section,41135.0
Data section,32.7,29.8,26.1
Data section,28.4,23.9,23.0
Data section,23.0,23.0,23.8
Data section,19.1,21.0,19.3
Data section,41166.0
Data section,32.9,29.3,25.0
Data section,27.9,23.2,21.8
Data section,22.2,21.9,22.4
Data section,17.4,19.3,17.4
Data section,41196.0
Data section,30.6,26.4,21.4
Data section,25.1,19.7,17.7
Data section,18.8,17.7,17.7
Data section,13.5,15.1,12.5
Data section,41227.0
Data section,25.0,20.7,15.6
Data section,19.9,14.1,11.8
Data section,13.7,12.0,11.1
Data section,7.5,8.7,5.9
Data section,41257.0
Data section,19.9,15.8,10.8
Data section,15.0,9.5,6.9
Data section,9.4,7.2,6.2
Data section,3.1,3.8,1.5
Data section,41288.0
Data section,17.1,12.4,7.1
Data section,11.3,5.2,2.8
Data section,5.7,2.9,1.9
Data section,-0.7,-0.1,-3.0
Data section,41318.0
Data section,19.5,14.5,9.0
Data section,12.7,6.7,4.3
Data section,7.2,4.3,3.9
Data section,0.7,2.1,-1.2
Data section,41347.0
Data section,24.9,20.7,15.4
Data section,18.6,12.8,11.0
Data section,12.5,10.6,10.8
Data section,6.5,8.4,5.9
Data section,41378.0
Data section,30.7,26.3,20.6
Data section,24.1,18.3,16.2
Data section,17.6,16.2,16.0
Data section,11.4,12.9,10.7
Data section,41408.0
Data section,36.9,32.1,25.7
Data section,30.1,23.1,20.5
Data section,22.3,20.8,20.2
Data section,15.3,16.7,13.9
Data section,41439.0
Data section,38.5,34.2,28.4
Data section,32.8,26.2,23.9
Data section,25.5,24.3,24.2
Data section,19.3,21.0,18.6
Data section,41469.0
Data section,35.2,31.9,27.8
Data section,30.5,25.8,24.8
Data section,24.8,24.8,25.7
Data section,20.7,22.5,20.8
Data section,41500.0
Data section,32.8,29.9,26.1
Data section,28.5,24.1,23.1
Data section,23.2,23.2,24.3
Data section,19.3,21.3,19.8
Data section,41531.0
Data section,33.9,30.4,26.0
Data section,29.0,24.2,22.7
Data section,23.1,22.7,23.2
Data section,18.7,20.3,18.3
Data section,41561.0
Data section,33.1,28.9,23.8
Data section,27.5,22.1,20.2
Data section,21.4,20.3,20.1
Data section,15.8,17.3,14.9
Data section,41592.0
Data section,25.2,21.2,15.9
Data section,20.1,14.3,11.9
Data section,13.8,12.2,11.5
Data section,7.6,8.8,6.2
Data section,41622.0
Data section,20.1,16.1,11.0
Data section,15.2,9.5,7.0
Data section,9.4,7.2,6.3
Data section,3.2,3.8,1.5
Data section,41653.0
Data section,17.5,13.3,7.6
Data section,12.3,6.2,3.7
Data section,6.2,4.1,2.9
Data section,-0.1,0.5,-1.7
Data section,41683.0
Data section,18.9,14.7,8.9
Data section,13.1,7.0,4.4
Data section,6.4,4.7,3.7
Data section,-0.2,0.9,-1.5
Data section,41712.0
Data section,23.9,19.8,13.8
Data section,17.8,11.9,10.1
Data section,11.1,9.9,9.9
Data section,4.9,6.4,4.2
Data section,41743.0
Data section,29.8,25.4,19.5
Data section,23.2,17.1,14.9
Data section,16.4,15.1,14.8
Data section,9.9,11.4,9.1
Data section,41773.0
Data section,34.9,30.1,23.9
Data section,28.1,21.2,18.9
Data section,20.5,18.9,18.7
Data section,13.7,15.5,13.0
Data section,41804.0
Data section,39.0,34.5,28.5
Data section,33.0,26.3,23.8
Data section,25.7,24.4,24.0
Data section,19.5,20.7,18.0
Data section,41834.0
Data section,35.2,31.9,27.9
Data section,30.6,25.8,24.7
Data section,24.8,24.8,25.5
Data section,20.7,22.4,20.7
Data section,41865.0
Data section,33.6,30.7,27.0
Data section,29.2,24.7,23.8
Data section,23.6,23.7,24.6
Data section,19.7,21.3,19.7
Data section,41896.0
Data section,33.3,30.0,25.6
Data section,28.5,23.5,22.0
Data section,22.5,22.1,22.8
Data section,17.9,19.5,17.6
Data section,41926.0
Data section,31.5,27.4,22.4
Data section,25.9,20.2,18.3
Data section,19.5,18.3,18.1
Data section,13.5,14.9,12.7
Data section,41957.0
Data section,25.8,21.7,16.6
Data section,20.7,14.8,12.5
Data section,14.6,12.8,12.1
Data section,8.2,9.3,6.8
Data section,41987.0
Data section,18.7,14.5,9.8
Data section,13.8,8.1,5.7
Data section,8.0,5.8,4.8
Data section,1.8,2.0,-0.4
Data section,42018.0
Data section,17.6,13.3,8.0
Data section,12.3,6.3,3.8
Data section,6.3,4.0,3.1
Data section,-0.1,0.8,-1.7
Data section,42048.0
Data section,20.4,16.2,10.6
Data section,14.4,8.3,5.9
Data section,7.8,5.9,5.2
Data section,1.2,2.3,-0.3
Data section,42077.0
Data section,23.3,19.1,13.6
Data section,17.2,11.3,9.4
Data section,10.4,9.1,8.9
Data section,4.2,6.0,4.1
Data section,42108.0
Data section,30.8,26.2,20.6
Data section,24.1,18.2,16.1
Data section,17.2,15.9,15.7
Data section,10.8,12.4,9.9
Data section,42138.0
Data section,35.6,31.0,24.6
Data section,28.9,22.1,19.6
Data section,21.2,19.7,19.5
Data section,14.5,16.2,13.6
Data section,42169.0
Data section,37.6,32.9,27.0
Data section,31.7,25.0,22.6
Data section,24.6,23.1,23.1
Data section,18.3,19.8,17.2
Data section,42199.0
Data section,33.5,30.2,26.2
Data section,28.8,24.2,23.1
Data section,23.6,23.7,24.5
Data section,19.7,21.4,19.7
Data section,42230.0
Data section,32.2,29.3,25.6
Data section,27.8,23.3,22.3
Data section,22.3,22.3,22.9
Data section,18.3,20.0,18.6
Data section,42261.0
Data section,32.6,29.0,24.7
Data section,27.5,22.5,21.2
Data section,21.4,21.1,21.5
Data section,16.7,18.3,16.5
Data section,42291.0
Data section,31.5,27.6,22.7
Data section,25.8,20.3,18.5
Data section,19.4,18.4,18.3
Data section,13.5,15.0,13.0
Data section,42322.0
Data section,26.0,22.0,16.8
Data section,20.9,15.3,13.0
Data section,14.9,13.2,12.7
Data section,8.8,9.8,7.5
Data section,42352.0
Data section,19.6,15.5,10.6
Data section,14.6,9.0,6.6
Data section,8.9,6.7,5.6
Data section,2.5,3.1,0.7
Data section,42383.0
Data section,18.5,14.4,9.3
Data section,13.3,7.2,4.9
Data section,6.9,5.0,3.9
Data section,0.4,1.1,-1.3
Data section,42413.0
Data section,20.9,16.8,11.7
Data section,15.0,8.9,6.8
Data section,8.3,6.6,5.9
Data section,1.8,2.6,0.1
Data section,42443.0
Data section,24.6,20.8,15.5
Data section,18.7,12.8,11.1
Data section,11.8,10.7,10.8
Data section,5.7,7.6,5.4
Data section,42474.0
Data section,31.5,27.2,21.4
Data section,25.0,18.8,16.6
Data section,18.1,16.8,16.8
Data section,11.7,13.6,11.3
Data section,42504.0
Data section,36.5,31.9,25.8
Data section,29.7,22.8,20.6
Data section,22.1,20.6,20.2
Data section,15.3,16.8,14.0
Data section,42535.0
Data section,39.3,34.7,29.0
Data section,33.3,26.7,24.6
Data section,26.3,25.0,25.0
Data section,20.2,21.8,19.3
Data section,42565.0
Data section,34.6,31.3,27.4
Data section,30.1,25.2,24.3
Data section,24.4,24.4,25.2
Data section,20.3,22.2,20.7
Data section,42596.0
Data section,32.4,29.4,25.8
Data section,28.1,23.5,22.8
Data section,22.8,22.8,23.7
Data section,18.9,20.2,18.4
Data section,42627.0
Data section,34.3,30.7,26.4
Data section,29.2,24.2,22.7
Data section,23.2,22.8,23.3
Data section,18.5,20.1,18.3
Data section,42657.0
Data section,32.3,28.3,23.4
Data section,26.6,21.0,19.0
Data section,20.3,19.2,18.8
Data section,14.4,15.5,13.1
Data section,42688.0
Data section,25.1,21.1,16.1
Data section,20.0,14.2,12.5
Data section,13.8,12.1,11.5
Data section,7.7,8.7,6.1
Data section,42718.0
Data section,20.5,16.7,11.7
Data section,15.5,9.9,7.5
Data section,9.5,7.5,6.4
Data section,3.3,4.0,1.8
Data section,42749.0
Data section,16.7,12.4,7.5
Data section,11.5,5.3,3.0
Data section,5.4,3.2,2.2
Data section,-1.1,-0.8,-3.2
Data section,42779.0
Data section,20.4,16.3,11.0
Data section,14.5,8.3,6.1
Data section,7.7,5.9,5.3
Data section,1.0,2.3,-0.1
Data section,42808.0
Data section,24.7,20.5,15.9
Data section,18.3,12.5,10.7
Data section,11.3,10.0,9.7
Data section,4.8,6.3,4.1
Data section,42839.0
Data section,32.6,28.3,22.6
Data section,26.1,19.9,17.6
Data section,18.8,17.8,17.1
Data section,12.2,13.4,11.1
Data section,42869.0
Data section,37.0,32.2,25.8
Data section,30.3,23.3,20.7
Data section,22.8,21.2,20.7
Data section,16.1,17.6,14.9
Data section,42900.0
Data section,37.8,33.5,27.6
Data section,32.1,25.4,23.0
Data section,24.9,23.6,23.7
Data section,18.8,20.5,18.1
Data section,42930.0
Data section,34.5,31.1,27.0
Data section,29.8,25.1,24.1
Data section,24.2,24.2,24.9
Data section,20.0,21.7,19.9
Data section,42961.0
Data section,33.2,30.2,26.7
Data section,28.8,24.4,23.5
Data section,23.5,23.5,24.2
Data section,19.5,20.9,19.1
Data section,42992.0
Data section,33.3,29.8,25.4
Data section,28.4,23.4,21.9
Data section,22.5,22.1,22.7
Data section,17.8,19.7,17.8
Data section,43022.0
Data section,32.8,28.7,23.9
Data section,27.2,21.5,19.5
Data section,20.9,19.7,19.4
Data section,15.0,16.1,13.7
Data section,43053.0
Data section,25.0,21.0,15.8
Data section,19.9,14.1,12.1
Data section,14.0,12.3,11.7
Data section,7.9,9.1,6.9
Data section,43083.0
Data section,19.8,15.7,10.9
Data section,14.9,9.2,6.8
Data section,9.2,6.9,6.0
Data section,3.0,3.5,1.2
Data section,43114.0
Data section,19.0,14.8,9.9
Data section,13.7,7.7,5.6
Data section,7.5,5.5,4.8
Data section,1.2,1.4,-1.1
Data section,43144.0
Data section,21.2,17.1,11.7
Data section,15.5,9.4,7.1
Data section,8.9,7.1,6.6
Data section,2.4,3.0,0.5
Data section,43173.0
Data section,27.2,23.1,17.7
Data section,21.0,15.2,13.3
Data section,14.5,12.9,12.6
Data section,8.3,9.7,7.2
Data section,43204.0
Data section,32.3,27.9,22.4
Data section,25.7,19.6,17.5
Data section,18.9,17.5,17.4
Data section,12.6,13.9,11.4
Data section,43234.0
Data section,36.1,31.3,25.0
Data section,29.2,22.3,19.8
Data section,21.6,20.1,19.7
Data section,14.8,16.3,13.5
Data section,43265.0
Data section,38.3,33.7,28.0
Data section,32.5,25.7,23.6
Data section,25.4,24.0,24.1
Data section,19.3,20.7,18.0
Data section,43295.0
Data section,34.4,31.0,26.9
Data section,29.8,25.0,24.0
Data section,24.3,24.2,25.0
Data section,20.1,21.9,20.3
Data section,43326.0
Data section,34.0,30.9,27.3
Data section,29.5,25.1,24.0
Data section,24.1,24.1,24.8
Data section,20.2,21.8,20.2
Data section,43357.0
Data section,33.5,29.9,25.5
Data section,28.5,23.4,22.0
Data section,22.5,22.1,22.5
Data section,17.8,19.4,17.5
Data section,43387.0
Data section,30.7,26.2,21.1
Data section,24.8,19.2,17.1
Data section,18.8,17.5,17.2
Data section,13.0,14.4,11.8
Data section,43418.0
Data section,25.4,21.4,16.3
Data section,20.3,14.3,12.0
Data section,14.1,12.3,11.6
Data section,7.9,8.7,6.2
Data section,43448.0
